trade_id,timestamp,symbol,side,entry_price,quantity,leverage,risk_pct,reward_pct,stop_loss,take_profit,current_roe,drawdown,max_roe,trade_status,exit_price,exit_timestamp,actual_return_pct,notes
PT_EPICUSDT_0001,2025-07-19 18:48:50.854268,EPICUSDT,LONG,1.8413,5430.945528,10,10,30,1.822887,1.896539,0,0,0,OPEN,,,,🪙 Coin flip: LONG signal
PT_EPICUSDT_0002,2025-07-19 18:48:56.836577,EPICUSDT,SHORT,1.8447,5420.935653,10,10,30,1.863147,1.789359,0,0,0,OPEN,,,,🪙 Coin flip: SHORT signal
PT_EPICUSDT_0001,2025-07-19 18:48:50.854268,EPICUSDT,LONG,1.8413,5430.945528,10,10,30,1.822887,1.896539,0,0,0,CLOSED_WIN,1.8696,2025-07-19 18:54:43.363054,15.369575843154289,🪙 Coin flip: LONG | Session Ended | Return: 15.37%
PT_EPICUSDT_0002,2025-07-19 18:48:56.836577,EPICUSDT,SHORT,1.8447,5420.935653,10,10,30,1.863147,1.789359,0,0,0,CLOSED_LOSS,1.8696,2025-07-19 18:54:43.364634,-13.498129777199502,🪙 Coin flip: SHORT | Session Ended | Return: -13.50%
