trade_id,timestamp,symbol,side,entry_price,quantity,leverage,risk_pct,reward_pct,stop_loss,take_profit,current_roe,drawdown,max_roe,trade_status,exit_price,exit_timestamp,actual_return_pct,notes
PT_XTZUSDT_0001,2025-07-20 07:31:44.568834,XTZUSDT,SHORT,0.993,47834.84390735,50,15,40,0.9959789999999998,0.9850559999999999,0,0,0,OPEN,,,,🎯 Balanced Signal: SHORT | R/R: 15.0%/40.0% | WR: 50.0%
PT_XTZUSDT_0001,2025-07-20 07:31:44.568834,XTZUSDT,SHORT,0.993,47834.84390735,50,15,40,0.9959789999999998,0.9850559999999999,0,0,0,CLOSED_LOSS,0.996,2025-07-20 07:32:09.987868,-15.105740181268896,🎯 SHORT | Stop Loss Hit | ❌ -15.11%
PT_XTZUSDT_0002,2025-07-20 07:32:45.801926,XTZUSDT,LONG,0.998,40405.58458306,50,15,46.98,0.995006,1.0073772079999999,-15.105740181268889,0,0,OPEN,,,,🎯 Balanced Signal: LONG | R/R: 15.0%/47.0% | WR: 50.0%
PT_XTZUSDT_0002,2025-07-20 07:32:45.801926,XTZUSDT,LONG,0.998,40405.58458306,50,15,46.98,0.995006,1.0073772079999999,-15.105740181268889,0,0,CLOSED_LOSS,0.994,2025-07-20 07:33:36.713635,-20.040080160320656,🎯 LONG | Stop Loss Hit | ❌ -20.04%
PT_XTZUSDT_0003,2025-07-20 07:35:48.601565,XTZUSDT,LONG,0.987,32668.34498205,50,15,50,0.984039,0.99687,-32.1186179004535,0,0,OPEN,,,,🎯 Balanced Signal: LONG | R/R: 15.0%/50.0% | WR: 50.0%
PT_XTZUSDT_0004,2025-07-20 07:37:40.839092,XTZUSDT,SHORT,0.992,32503.68598517,50,15,50,0.9949759999999999,0.98208,-32.1186179004535,0,0,OPEN,,,,🎯 Balanced Signal: SHORT | R/R: 15.0%/50.0% | WR: 50.0%
